Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,dataset,method,rate,source_csv,segment,source_row,Predicted_clean,glm_correct,glm_reason,glm_raw,row_index,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,"<think>

</think>

Compaq",True,0,0.0,预测答案“Compaq”直接提供了问题的核心实体，与标准答案中的关键信息完全一致，准确回答了1994年顶级个人电脑制造商是谁的问题，符合语义等价的判断标准。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,24,Compaq,True,预测答案“Compaq”准确包含了标准答案中的核心关键信息，即1994年顶级个人电脑制造商的名称。虽然它没有提供完整的句子结构，但在语义上与标准答案完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案“Compaq”准确包含了标准答案中的核心关键信息，即1994年顶级个人电脑制造商的名称。虽然它没有提供完整的句子结构，但在语义上与标准答案完全等价，正确回答了问题。",24,,,,,
"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,Compaq merged with Hewlett Packard (HP) in 2002.,Answer: Hewlett Packard,True,0.5,0.0,预测答案准确地给出了“Hewlett Packard”这一关键信息，与标准答案中的公司名称完全一致。虽然预测答案省略了部分背景陈述，但核心语义与标准答案等价，正确回答了问题。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,25,Hewlett Packard,True,预测答案“Hewlett Packard”准确包含了标准答案中的核心实体信息，直接回答了2002年与康柏合并的公司名称，语义与标准答案完全一致，符合正确回答的标准。,"判断: 正确
原因: 预测答案“Hewlett Packard”准确包含了标准答案中的核心实体信息，直接回答了2002年与康柏合并的公司名称，语义与标准答案完全一致，符合正确回答的标准。",25,,,,,
"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,George VI was the King of the United Kingdom in 1950.,"<think>

</think>

George VI",True,0,0.0,预测答案“George VI”准确给出了1950年时的英国国王，包含了标准答案中的核心人物信息。虽然表述更为简略，且未区分“England”与“United Kingdom”的严谨性，但在语义上与标准答案完全等价，正确回答了问题。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,26,George VI,True,预测答案“George VI”准确给出了问题所问的君主名字，包含了标准答案的核心关键信息。虽然其表述比标准答案简略，但在语义上完全等价，正确回答了1950年英格兰（英国）的国王是谁这一问题。,"判断: 正确
原因: 预测答案“George VI”准确给出了问题所问的君主名字，包含了标准答案的核心关键信息。虽然其表述比标准答案简略，但在语义上完全等价，正确回答了1950年英格兰（英国）的国王是谁这一问题。",26,,,,,
"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,Answer: Colin Firth,True,0.8571428571428571,0.0,预测答案明确指出了“Colin Firth”这一关键信息，与标准答案完全一致。尽管预测答案中多出了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义，因此预测答案正确回答了问题。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,27,Colin Firth,True,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员信息，语义上完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世的演员信息，语义上完全等价，因此判断为正确。",27,,,,,
Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,Natalie Wood played Susan Walker in Miracle on 34th Street.,"<think>

</think>

Natalie Wood",True,0,0.0,预测答案“Natalie Wood”准确给出了问题中询问的演员名字。虽然标准答案中包含了角色名的变体（Susie/Susan）和全名（Susan Walker），但预测答案已经提供了回答该问题所需的最核心且正确的信息。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,28,Natalie Wood,True,预测答案给出了“Natalie Wood”，包含了标准答案中最核心的人物信息。虽然问题中拼写为Susie，标准答案中为Susan Walker，但预测答案准确指出了扮演该角色的演员，语义上与标准答案完全一致，正确回答了问题。,"判断: 正确
原因: 预测答案给出了“Natalie Wood”，包含了标准答案中最核心的人物信息。虽然问题中拼写为Susie，标准答案中为Susan Walker，但预测答案准确指出了扮演该角色的演员，语义上与标准答案完全一致，正确回答了问题。",28,,,,,
Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,"<think>

</think>

Lana Wood",False,0,0.0,预测答案给出了“Lana Wood”，但根据标准答案，Lana Wood是Natalie Wood的姐妹，而非兄弟。此外，标准答案明确指出资料中并未提及Natalie Wood有兄弟，因此预测答案未能正确回答问题。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,29,Lana Wood,False,预测答案“Lana Wood”回答的是姐妹而非兄弟。标准答案明确指出文档中未提及Natalie Wood有兄弟，且Lana Wood是她的姐妹。预测答案与标准答案的语义不符，因此判断为错误。,"判断: 错误
原因: 预测答案“Lana Wood”回答的是姐妹而非兄弟。标准答案明确指出文档中未提及Natalie Wood有兄弟，且Lana Wood是她的姐妹。预测答案与标准答案的语义不符，因此判断为错误。",29,,,,,
What team was Anna Benson's husband on?,Who is Anna Benson's husband?,"Kris Benson, a former Major League Baseball pitcher.","<think>

</think>

Kris Benson",True,0,0.0,预测答案“Kris Benson”准确给出了问题所问的人物名称，与标准答案的核心实体信息完全一致。虽然预测答案省略了关于其职业的补充描述，但已经正确且直接地回答了“Anna Benson的丈夫是谁”这一核心问题。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,30,Kris Benson,True,预测答案“Kris Benson”准确给出了问题所问的核心人物，包含了标准答案中的关键信息。虽然它省略了关于其职业背景的补充描述，但在回答“丈夫是谁”这一核心语义上与标准答案完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“Kris Benson”准确给出了问题所问的核心人物，包含了标准答案中的关键信息。虽然它省略了关于其职业背景的补充描述，但在回答“丈夫是谁”这一核心语义上与标准答案完全等价，因此判断为正确。",30,,,,,
What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.","<think>

</think>

Answer: Pittsburgh Pirates, New York Mets, and Baltimore Orioles.",True,0,0.0,"预测答案明确列出了“Pittsburgh Pirates, New York Mets, and Baltimore Orioles”，这与标准答案中Kris Benson所效力过的球队完全一致。虽然预测答案省略了主语和谓语，仅以名词短语形式作答，但核心信息完整且语义等价，因此判定为正确。",musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,31,"Pittsburgh Pirates, New York Mets, and Baltimore Orioles.",True,"预测答案包含了标准答案中的所有关键信息，即Pittsburgh Pirates, New York Mets, 和 Baltimore Orioles。虽然预测答案省略了主语和谓语，仅列出了球队名称，但在语义上与标准答案完全等价，准确回答了问题。","判断: 正确
原因: 预测答案包含了标准答案中的所有关键信息，即Pittsburgh Pirates, New York Mets, 和 Baltimore Orioles。虽然预测答案省略了主语和谓语，仅列出了球队名称，但在语义上与标准答案完全等价，准确回答了问题。",31,,,,,
What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,Joni James,"<think>

</think>

Joni James",True,0,0.0,预测答案“Joni James”与标准答案完全一致，准确给出了歌曲《You Belong To Me》的最初演唱者，包含了标准答案的所有关键信息，语义完全等价。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,32,Joni James,True,预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的原唱歌手这一关键信息，语义上完全等价，正确地回答了问题。,"判断: 正确
原因: 预测答案“Joni James”与标准答案完全一致，准确包含了问题所询问的原唱歌手这一关键信息，语义上完全等价，正确地回答了问题。",32,,,,,
What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,MGM Records,"<think>

</think>

M-G-M Records",True,0,0.0,预测答案“M-G-M Records”与标准答案“MGM Records”在语义上完全等价，仅仅是使用了连字符来分隔字母，这属于措辞和书写格式上的细微差异，不影响对问题核心信息的正确表达。因此，预测答案正确回答了问题。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,33,M-G-M Records,True,预测答案“M-G-M Records”与标准答案“MGM Records”在语义上完全等价，仅仅是连字符使用上的细微格式差异，不影响对唱片公司名称的准确表达，因此判定为正确回答了问题。,"判断: 正确
原因: 预测答案“M-G-M Records”与标准答案“MGM Records”在语义上完全等价，仅仅是连字符使用上的细微格式差异，不影响对唱片公司名称的准确表达，因此判定为正确回答了问题。",33,,,,,
When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,Henry III,Answer: Henry III,True,0.8,0.0,预测答案“Answer: Henry III”包含了标准答案“Henry III”的核心信息，两者在语义上完全等价。预测答案仅仅多了一个“Answer:”的前缀，属于措辞上的细微差异，不影响对问题实质的正确回答。,musique,full_rate1,1.0,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_hybrid70_online_baselines/full_rate1/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,seg_0_25,34,Henry III,True,预测答案“Henry III”与标准答案完全一致，准确包含了问题所要求的关键人物信息，语义上完全等价，因此正确回答了问题。,"判断: 正确
原因: 预测答案“Henry III”与标准答案完全一致，准确包含了问题所要求的关键人物信息，语义上完全等价，因此正确回答了问题。",34,,,,,
